"","H1_rep1","H1_rep2","H1_rep3","H1_rep4","H9_rep1","H9_rep2","H9_rep3","DEC_rep1","DEC_rep2","EC_rep1","EC_rep2","EC_rep3","HFF_rep1","HFF_rep2","HFF_rep3","NPC_rep1","NPC_rep2","TB_rep1","TB_rep2"
"ATXN1L",680.98,653.02,634.1,639,1938,2255.69,2237.36,2622.99,1895,2948.3,3183.64,4759.46,1108.01,1120.95,1254.44,2276,2393.52,1438.01,2199.09
"MORF4L1",6784.72,6393.03,6020.79,6379.87,14920.15,18487.04,17781.18,13267.33,11822.25,10245.76,10833.53,11801.18,9582.19,9648.31,9641.01,9591.24,13756.05,5560.66,8797.78
"FAM123B",289.02,291.25,279.48,260.47,1272.3,1506.13,1536.02,926.79,566,277.04,224.38,405.08,140.34,184.29,183.05,787.4,1185.8,1619.87,2535.85
"TMEM163",22,31,28,21,63,43,60,11,9,1189.84,1181,866,1,0,1,103,109,15,41
"MATR3",6515.69,6255.86,6042.8,6084.21,18232.58,21832.61,21553.95,13435.68,10316.87,7809.65,7971.56,8543.44,5519.89,6172.37,6168.05,15881.71,20126,5321.66,9131.24
"BCKDHB",262.85,251.96,225,263.79,706.73,807.72,847.95,582.76,573.03,302.68,272.65,283.82,419.59,388.2,405.22,1071.7,1055.4,2394.09,3690.89
"TSGA13",0,0,1.04,0,0,0,2.03,0,0,0,0,0,0,0,0,0,1.13,1.02,0
"PDE6C",0,0,0,0,0,0,0,1,1,0,1,0,5,1,0,2,1,0,0
"KRT28",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNAJB11",860.81,792.33,858,777,2530.54,3027.31,3198.09,4983.93,5888.89,2240.7,2259.19,2605.28,2278.91,1838.05,1915.05,1193,2261.41,1846.94,1983.78
"TRAPPC1",614,585.85,522.99,521,1463,1513,1374,2650.08,3216.98,2048.58,2179.99,2137.81,3776.13,3514.71,2955.11,1426.82,2069.67,1879.03,3016.97
"DYNLL1",2905.4,2768.02,2730.4,2556.05,6006.81,7257.93,8024.5,7658.98,8576.91,4248.48,4251.63,6626.76,5570.08,4876.36,4788.2,1923.66,4926.43,2744.94,4360.03
"CDH20",1,2,2,3,0,4,8,35,33,3,3.01,6,7,8,7.02,169,59.95,200.69,326
"SLC22A8",0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
"HSD11B1L",53.99,48,47,40,68,30,74,106,153.69,358.4,378,326.97,184,185.7,194.25,662.81,562.11,116,155
"CRABP2",481.85,510,447,456,799,757.78,856.71,1503.52,1369.01,2279.85,1791.66,2402.03,5253.45,8101.89,7304.64,9758.02,22437.49,320,365.99
"TMEM104",346,396,321,339,943.01,994.22,1016.11,1685.3,1751.58,1054.39,1171.59,1396.38,1322.98,1097.9,1155.4,665.67,1151.47,831.01,953
"UGP2",4942.68,4584.13,4467.48,4740.08,9247.8,11054.36,11576.36,3364.56,2713.13,1576.99,1603.14,1368,2618.81,2985.79,3169.36,993.98,1323.23,3075.02,4736.9
"ESYT3",33,43,42,39,237,214,223,51,74.65,7,9,9,16,12,17,8,6,5,10
"SPAG16",89.77,83,89,82,320,299.07,342.01,525.79,451.02,284.02,231,174,314,286.92,316,556.38,525,554.83,856
"AP4S1",213.02,231.47,214.44,245.97,535.66,636.97,659.19,337.42,334.71,360.09,362.48,566.85,272.8,290.2,262.46,611.22,626.77,455.64,468.89
"KLK11",1,2,0,4,2,0,3,2,1,0,0,0,0,0,0,0,0,0,0
"CLRN3",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0
"SERBP1",8915.13,8711.97,8185.19,8338.13,21283.66,25324.93,25955.6,11781.87,9066.43,6414.17,6322.4,6928.82,5831.72,5821.54,5776.42,10729.74,14783.22,5565.42,9626.43
"HMGXB4",498,492.93,507,478.02,1851,2073.94,1946.27,1447,1037.95,1129.27,1082.87,887.45,877.14,835.01,882.35,2529.37,2326.33,533.04,827
"PERP",1110.96,1102.11,1012.72,976.96,1889.17,2388.93,2284.94,9299.74,7738.59,2384.18,2368.09,2496.09,5584.42,5815.13,7211.47,1246.02,1817.81,10108.06,11378.62
"FOXRED2",457.22,463.03,467.88,465.16,1278.2,1273.08,1426.96,1000.07,947.28,433.99,499.71,517.71,695.84,673.34,759.43,838.49,1463.16,541.98,679.74
"SNTG2",61,37,50.57,45,136,140.54,150.97,9,3,1,1,3,15,8,11,55,22,3,2
"PRDM4",359,395,375,368,904.05,1065.01,1086,913,760,837.01,927,1236,1300.05,1165,1307.95,810.6,1224.24,680,938
"IER5",148,141,138.01,133,484.02,493,464.8,1840,1611.98,984.79,1053,1158.05,2063.98,2069.94,2158.79,618.16,774,903,1097
"TBR1",0,0,0,0,1,2,0,123,185.99,0,0,3,0,1,0,0,0,4,0
"KRTAP19-7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"YIPF3",929.98,990.97,973,864,1939,2196.99,2192.8,3208.13,3242.26,3448.19,4151.87,4812.02,4332.82,4391.51,4295.56,2319.73,2569,2895.52,3517.25
"POLD1",1648.19,1634.16,1511,1378.63,3933.99,4130.01,4441.69,2752.4,2743.99,1617.9,1629.14,1451.71,653.85,554,555,5214.02,5333.2,1533.79,1700.01
"ELAVL3",7,6,1,1,8.27,9.5,6.21,1,0,3,3,8,0,2,0,16,74,2,0
"GNMT",9,5,3,8,5,0,3,3,10,11,16,35.69,7,13,7,10,18.01,3,4
"TMC5",48.92,43.01,41.64,51.5,98.48,103.61,122.27,44.75,36.35,58.76,39.08,81.15,7.42,8.83,11.48,64.14,103.5,41.53,65.6
"NOL4",10.18,7,8,7,20,33,23,2,2,4,6,12,0,0,0,53,19,139,176.95
"ARMC7",166,153,167,155,294.01,334,408,1473.58,2288.24,568.05,668.01,619.21,286,336,300,285,389.11,246.48,488
"CGREF1",108.86,135.68,111.46,86.29,300.66,283.72,277.64,193.02,203.72,74.49,54.75,89.62,101.46,93.42,112.87,188.61,211.28,90.39,109.66
"KRTAP17-1",0,0,0,0,0,0,0,1,2,0,0,0,0,2,4,0,0,0,0
"KLHL24",161.37,175.33,144.41,166.64,423.87,404.38,450.17,532.74,365.56,607.5,583.83,1353.58,602.53,647.69,897.04,1618.83,936.48,297.46,438.52
"BCR",2376.91,2371.9,2160.56,2085.77,4016.11,4054.55,4422.2,6476.77,5536.67,4092.76,3512.64,2837.71,1376.08,1519.73,1406.23,4974.64,5737.62,2644.31,5134.08
"CD59",766.97,748.35,704.37,696.04,1694.45,2045.35,2111.62,3050.18,2613.22,2461,2577.3,3823.4,21185.76,21435.82,20601.69,1564.31,2272.56,8668.31,8936.36
"ZNF791",148.13,117.22,117.98,126.53,369.48,379.63,359.78,624.39,407.43,491.13,512.7,582.35,223.21,245.24,259.05,514.86,433.57,237.67,438.67
"XAF1",79.01,61.66,78.35,74.48,187.56,124.92,199.36,173.52,150.81,124.52,90.74,126.26,1007.41,933.87,967.96,265.28,234.3,215.54,182.89
"CYB5D1",304.61,328.67,295.01,335.38,716.94,931.78,985.76,764.67,651.94,285.78,283.47,809.97,523.28,520.7,454.16,544.36,662.53,310.24,549.61
"HCAR2",0,0,0,0,1,0,0,1,1,3.65,2.51,6.02,3,0,3,3,3,13.58,12.85
"NCK2",747.18,762,697.35,675.67,1972.01,1957.01,2183.43,2602.1,2102.53,2025.56,2194.88,2461.08,945.98,953,964.67,1577.62,1741.51,1863.9,3549.6
"ZNF548",155.59,133.9,142.01,133.31,401.24,424.83,405.86,448.66,373.1,407.77,454.85,617.28,236.71,283.42,281.25,636.97,604.19,405.79,487.11
"TRPM2",6,2,4,6,3,1,7,950,1382.95,4,0,3,0,0,2,3,2,7,7
"B2M",544,541,522,531.14,1166.9,1221,1425,1189.11,901,8385.39,8574,8021.8,25909.49,32864.35,34453.03,428,624.61,2819.78,2823.02
"RAB30",30,33,37,26,94,113,101,111.09,65,165,160,192,169,193,160,63.07,74,85,64
"LSM5",598.55,519.77,500.03,556.37,1266.8,1625.39,1564.08,978.05,919.42,561.04,536.95,509.77,404.36,356.82,290.49,763.25,1333.7,475.23,717.75
"CEACAM3",0,0,0,0,0,0,0,3.27,2,0,1,0,0,0,0,0,0,0,0
"MYLK3",43.03,42.83,39.02,61.08,122.83,115.61,150.38,278.74,239.29,146.35,162.01,187.33,45.86,32.62,56.51,223.56,234.98,225.26,234.53
"WDR72",50,44,31,33,59.6,62,85.62,176.99,182.99,30.7,23.91,22.81,0,0,0,20,30.01,111.04,162.02
"KLHL12",631.05,651.63,572.76,621,1571.97,1776,1962,1097,954.97,1555.56,1391.75,1217,1106,1116.83,1119,1718.86,2160.56,765.35,1297.01
"CDYL2",11,14,9,10,44,37,46,102,45,179.17,186,83,112,125,151,132,116,17,13
"ENOSF1",252.36,223.69,220.87,220.9,846.86,925.33,951.25,707.54,773.97,571.45,682.03,714.02,504.67,545.29,577.1,680.47,1024.6,628.29,527.37
"FCGR2A",5.2,3.72,4,8.47,15.09,5.66,20.04,0,6.71,10.31,3.04,5.52,18.78,17.6,14.01,14.77,2.26,5.71,2.05
"PRKACA",452,454.01,472,446,1445.31,1524,1526.58,2731.94,2315.27,2655.45,2947.12,2610.19,3188.88,3088.02,2737.06,2284.42,2339.72,1170.81,1972.15
"ENPEP",10,15,5,17,19,29,42,788.38,844,117,92,74,18,16,21,62.74,102.86,10622.55,9451.31
"C7",4.14,1.26,6.39,2.31,11.36,14.4,10.97,250.3,117.86,80.9,79.64,102.31,8.03,6.24,9.36,14.13,18.88,16.74,16.52
"SMARCC1",5727.87,5461.67,5437.15,5283.67,13840.43,16081.32,16797.99,10040.33,6825.43,5300.67,5452.2,5964.35,2690.03,2770.13,2935.07,12248.28,15509.71,2739.3,4637.46
"CBX1",2249.15,2211.2,2210.8,2153.52,7507.91,8144.61,8036.63,8118.47,6635.21,4950.13,4986.54,4560.49,2153.64,2161.68,2137.17,7716.15,11188.9,1927.77,3509.62
"SERPINE1",96.27,82.52,77.74,77.91,103.16,150.24,106.89,835.26,373.67,103.59,65.26,513.3,32160.77,22168.19,26336.94,55.38,162.65,2060.93,810.51
"SLC6A8",1086.46,1088.98,1033,1042,3308,3220,3570.71,2408.03,2404,375.08,306,1019,1708.86,1497.65,1644.96,10996.55,4904.25,134,175
"SCN1A",15.16,17.85,11.99,14,104.08,44.21,60.78,2.37,0,1.44,2.01,1.07,1.05,12.56,13.34,61.7,144.79,0.99,1.28
"CDC42SE2",457,419,387.21,392.52,965.3,1218.17,1355.79,1309.52,985,1093.84,1139.39,1075.67,452.54,450,474.18,1169.16,1430.07,929.42,1500.09
"TMCC2",130,120,110,108,253.04,339,318.03,138,162.02,491,481,369,126,148,150,597.89,484,166,209.97
"CTLA4",0,0,0,0,0,0,0,0,0,3,1,14,0,0,0,0.96,0,0,0
"MAGEA9B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INO80E",488.41,524.39,492.58,460.68,1092.25,1087.03,1185.66,1181.31,1127.65,1019.11,1120.92,904.5,846.3,750.76,698.85,843.54,1217.08,472.45,773.06
"CAPN11",31,37,21,16,56,58,76,0,3,50,60,29,1,0,0,22,10,5,6
"CHMP1A",1103,1160,1134.99,1056.88,2424.03,2639.59,2630,3864,4078.17,3535.94,3755.12,3867.07,2877.05,2845.96,2591.36,2261.42,3041.85,2040.95,2907.27
"ADAP2",9.55,15.14,9.01,11.15,23.28,18,16.87,195.05,128.81,9.05,4.24,8.06,12.19,11.06,10.01,53.84,39.13,12.21,11.88
"CCDC53",37,16,24,24,93,119.45,112,280,243.01,173,232,169.08,699.36,833.72,742.99,165,214,220.96,335.23
"BTBD11",237.77,239,183,180,482.98,491.81,492,16,10,107,98,283,25,3,2,101,140,5,6
"MAGEA9",2,0,1,2,5,8,9.97,0,0,3,2,1.21,0,0,0,3,0,0,0
"ALDOA",9440.63,9491.08,9091.32,8159.06,20603.85,22801.09,22448.19,20313.89,21872.26,19768.53,22515.93,36023.77,29248.02,27518.96,26700.32,15442.44,13764.66,6636.36,10504.45
"CCL11",0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
"TAF5L",511.88,462.06,469,466.67,1205,1601.03,1554.3,848.98,542.64,848.07,804.37,933.67,635,548.06,645.57,601,1010.97,825.91,881.02
"DEFB110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EFR3B",151.02,147.06,147.84,146.24,637.94,566.36,593.05,716.64,622.32,220.79,256.63,238.85,72.22,29.08,31.41,3133.5,2384.01,250.16,316.26
"CCNDBP1",236.26,215.5,202.18,212.05,497.31,653.67,611.45,890.12,785.25,1027.98,1213.45,993.49,1607.8,1824.24,1654.76,855.24,978.17,1065.06,1495.04
"DNM3",37,31,33.93,24.93,41,70,75,38,10,19,23,19,38.86,87.93,90,9,48,16,11
"SPINK1",5,3,3,0,8,7,9,1,3,7,4,12,0,0,0,0,2,0,4
"SLC25A12",171,143.02,139,136,416,559,655.07,146,103,206.04,214,135,830,754.82,719,84,129.97,90,131
"PITPNB",848.98,818,748,823.68,2537,3153,2932.95,2694.21,1941.9,2060.56,2204.86,2947.39,1780.73,1694.27,1739.71,1564.36,2099.93,1939.55,3076.74
"CCDC75",24,19,25,21,70,102,106,184,106.21,205,207,182.06,130,88.99,106,176,183,61,110
"FDXR",285.32,254,236.99,228,401,473,430.26,784.61,857.03,1523.01,2109.93,2798.86,1020.47,1303.18,1076,538.1,648,267,388
"RASSF7",148,147,137,126,410,486,523,1327.48,1911.31,277,279,196,206,185,178,908,430,2510.99,2441.23
"C5orf55",32.61,33.36,31.62,30.93,57.88,68.76,62.31,97.64,94.23,28.07,37.53,34.5,75.73,82.27,78.7,92.23,117.81,94.36,100.86
"HSBP1L1",8,3,11,3,5,9,6,37,34,5,4,16,301.7,312,329,46,27,276.7,279.01
"DSCAM",2,2,2,1,4,11.01,9,1782,1639.19,114,192,170,0,1,0,1,1,18,70
"ENO3",131,128,117,113.01,202,169,233,594,653.99,114,103,109.47,52,64.04,39.67,2422.91,1137.02,152.99,143
"RUVBL1",2154.49,2015.83,2054.66,1868.5,4478.84,5308.84,4880.03,3196.6,3012.5,1167.28,1210,914,1494,1434,1320,2126.41,3386.99,712.94,1349
"SIRT4",13,6,9,11,16,14,8,70.97,86,60,51,42,37,41,32,102,67,28.03,78
"GAGE6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDK13",624.98,610,588,622.99,1620.19,1950.94,2529,2185.87,1598.21,1887.2,1835.29,2311.07,1200.19,1274,1485.08,1905.26,1998.04,1064.99,2051.17
"CAPN9",2,17,9,7,4,7,12.01,10,7,11,8,7,2,1,0,16,24,5,12
"TLN1",2175.45,2093.64,2014.19,1919.09,5126.15,5438.1,5716.91,12204.46,9608.64,21943.31,24456.78,22372.88,27361.14,26502.38,30025.24,7075.12,9610.76,8698.63,12144.48
"TNFSF18",0,0,0,0,0,0,0,0,0,1,0,0,3,2,3,0,0,2,1
"ONECUT1",8,8,4,10,10.44,10.98,14,10,20,3.06,3,4,0,0,0,7,11,1,3
"FMO5",7,3,2.07,8,10,9,7,905.85,810.12,28.02,25,31,23,40,36.98,15.01,32.07,28,23
"B4GALT6",379,416,371.71,378.31,828.66,936,992.34,336,237,436,444,612,35,22,38,436,405,831,957.45
"CD177",72,68,63,59,73.54,59,66,4224.39,4730.33,37,82.97,74,13,7,11,6,6,313.12,228
"SFRP5",40,31,19,20,51,68,51,9,11,29,30,40,0,0,0,1,2,0,1
"CARS2",428.53,442,452,369,1025,1249.25,1303.55,959,917.19,456.97,554,534.27,2183.6,1864.69,1816.23,741,1091.02,963.63,1198.03
"CYFIP1",1594.54,1479.11,1468.8,1431.83,2847,3280.71,3442.31,6948.2,5336.29,4629.62,4684.2,6090.16,4438.91,4997,4803.88,5116.75,5608.79,4720.72,6604.21
"RPL10L",0,1.01,0,0,2.99,1.03,1,0,2.01,0,0,0,0,1.01,0,0,0,1.01,0
"SLC24A6",138,125,125.62,112,320,360,349,167,167,538.28,545.92,425.45,437.41,622.01,563.47,309,227,206.01,194
"KBTBD12",15.94,8.23,18.8,14.61,34.83,27.59,36.65,23.22,36.01,13.73,11.67,25.79,4.69,11.4,14.96,56.75,59.84,27.68,26.39
"TBC1D29",2,5,0,0,3,5,6,14.92,10,7,7,10,2.15,1,0,15,8,23,14
"C2orf69",268,284.19,238.3,233.01,789.96,869.24,820.98,322.69,269.23,615.36,623.92,595.4,297.11,340.16,372.62,764.69,805.67,206.34,355.06
"OIP5",354,334,315.12,325,819.14,1085,1031.31,389,329,244,226,138,64,72,68,512,770,84,186
"HIST1H2BD",28.8,23.65,28,31.75,81.18,98.83,64.25,23,25.9,46.54,26.78,100.05,88.56,108.47,80.42,65.95,67.13,89.46,220.95
"MMGT1",316,280.34,256.03,298,967.95,1091.22,1089.19,730.2,675,626,732,981.15,775.02,679,771,546,711.36,671,776.49
"PCDP1",1,4,3,5,8,5,12,71,64,0,7,7,2,2,2,18,37,6,5
"MTRNR2L10",1028.57,958.57,947.74,897.01,1219.07,1246.85,1800.09,820.8,1004.52,1976.88,1815.6,1161.45,2259.54,1838.66,1401.16,4018.78,1150.85,2114.91,973.42
"EHBP1L1",111,112.97,101,100,248,154,264,718.77,984.22,1852.82,2119.29,1994.74,2738.46,2907.65,2831.16,435.98,297.3,442.04,484.28
"C2orf70",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"TRA2B",3943.76,3783.75,3589.53,3688.81,8683.95,9866.26,10289.15,5321.41,5198.6,2275.36,2694.02,5967.79,2406.03,2354.17,2090.88,3523.87,6520.45,2196.55,2939.52
"TCEANC2",121.06,105.01,117.51,133.5,300.76,334.35,455.17,231.72,172.23,272.7,280.94,184.04,217.38,231.87,233.82,455.33,427.73,84.7,142.8
"KLC3",99.75,110.72,106.7,94.49,230.17,208.42,228.81,208.49,213.89,67.68,67.97,48.67,41.11,28.72,29.82,208.44,183.14,59.66,76.08
"SLC7A1",3654.02,3547.18,3545.39,3375.75,5878.94,6082.69,7001.77,3007.09,2152,2048.66,2143.1,3968.98,3843.33,3707.22,4273.55,1552.81,3138.77,3481.47,1886.18
"QSER1",2319.91,2244.82,2064.49,2333.92,5608.52,7092.36,7673.92,1991.57,1003.35,2555.44,2428.43,2723.45,923.35,945.7,1145.49,3627.73,3600.05,1181.06,2064.03
"TPM1",3402.71,3368.02,3198.11,3212.21,5141.52,6846.9,7156.24,20824.17,14834.36,1939.57,2039.45,2265.1,24264.64,16472.11,19123.8,13119.32,24131.88,112279.36,145637.69
"ZNF563",15.06,23.07,17.07,22.43,64.45,55.54,80.56,63.18,50.06,69.72,85.9,40.12,74.5,74.96,65.19,63.07,57.29,59.67,76.95
"LY6E",1203,1208.47,1151,1032.34,1968.05,1891,1902.79,13680.68,16351.56,2575.48,2208.68,2753.69,11448.16,13075.89,12710.82,1417.6,1995.01,11245.85,13968.1
"DYNLRB2",0,1,0,0,0,2,1,0,2,2,2,0,0,5,2,0,0,0,3
"DHX16",655.97,648.75,608,591.41,1632.07,1932.87,1937.99,2318.19,2058.22,1410.55,1410.6,1699.35,1650.16,1506.85,1381.99,1452,1843.4,1132.68,1627.23
"MOBP",0,2.74,0,0.82,3.23,0,0,26.52,24.08,2.02,3.68,7.01,0,0,1.23,0,0,0,1
"WNT8B",5,4,4,2.79,11,3,4,2,1,4,2,8,2,0,1,413,589.99,22,25
"NBPF11",218.15,234.16,302.63,267.95,761.64,810.64,1010.41,3060.48,1676,2395.23,2123.4,2002.89,680.78,809.49,955.85,1414.65,1422.27,829.49,965.73
"IVL",0,0,0,0,0,0,0,0,0,0,0,0,19,11,8,0,0,2,1
"MLLT6",113.5,108.42,107.96,115.94,876.82,648.49,1029.9,4548.48,5086.8,1859.17,2233.89,1854.13,2035.82,2429.62,2378.6,4078.2,2235.75,2457.79,3021.57
"OFD1",316,270,285,235,842,995,1000,637.58,622.02,446.67,441,544.15,276.47,317.02,309,1135.4,1019.21,1389.74,1196.21
"WDR12",815,770.03,776.07,735,2025.35,2304.97,2723,890,625.01,484,363,492,588,556.99,577,797,1214.43,435,604
"SPANXN5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF295",272,258.98,231,244.04,452.01,571,664.11,1290.65,1056.95,383,340,662.31,429.04,427.86,548.08,979.18,681.99,216.03,296
"HS6ST1",1159.02,1210,1099.99,1097,2666.07,2999.32,3110.91,10867.72,11560.52,1234.9,1113.3,1270.99,1913.14,2321.7,1971.92,3123.38,3110.27,676.96,1161.98
"FAM166A",0,0,0,0,0,1.04,0,7.26,7.3,3.11,3.13,2.08,2.09,3.11,1.04,1.04,0,2.97,0
"MTDH",1001.17,919.93,862.44,820.2,2497.98,2661.79,3352.74,2707.91,2060.35,2283.7,2422.68,2356.3,3822.81,3725.51,4267.49,1706.12,2483.86,1704.49,2167.61
"CLIP3",227.02,246,216,190,591,549.78,524.78,292,205,2252.91,2103.16,1863.07,4153.8,4456.57,4296.71,5876.72,3995.57,267,515
"ZNF615",116.21,121.03,86.66,111.5,164.26,193.93,240.78,370.82,263.49,418.07,316.59,270.05,129.81,168.28,162.59,207.85,257.74,160.08,282.95
"FOXP3",20,15,9,7.05,16.16,11.03,25,13.02,17.09,3.01,4.02,10.02,7,2,3,9.01,25.17,5.01,10.04
"FOXD4L3",0,2,0,0,0,0,0,1.85,0,0,2.42,7.73,0,0,0.18,27.27,2.13,3.8,1.52
"C1orf101",0,1,0,0,3,4,3,9,2,7,1,5,17,12,15,11,7.89,37,49
"TIGD7",76,63,59,53,184,207,168.94,188.01,175.71,146.01,101,100,132,186,141,186,258,88,116
"TNFSF12-TNFSF13",0,0,7.48,4.32,0,0,19.35,4.3,0,23.17,34.08,29.05,9.8,29.26,21.29,7.11,0,0,0
"NTN3",1,1,2,2,2,1,0,2,6,1,0,0,10,11,5,28,10.92,0,0
"LARP4B",757.45,652.64,692.09,631,1626.27,1946.37,2273.6,2340.32,1805.33,1908.82,1868.42,2356.79,1432.02,1419.71,1513.76,2204.85,2140,1536.17,2049
"CLDN14",0,0,0,0,2.96,0,0,2,0,6.89,8,9.05,1,0,0,2.89,3,1,0
"ATP5G1",558,609,609.9,505,1617.56,1862.19,1680.91,819.99,935.44,557.67,507.95,506.17,1258.77,1057,891,447.45,983.47,360.56,607.01
"C11orf83",291.62,290.37,352.29,261.15,766.35,799.2,810.7,501.2,569.96,351.44,402.95,303.24,333.53,376.62,306.41,385.97,648.7,247.49,345.55
"YEATS4",299,276,276,284,1193,1372,1147.97,702,553.46,252.47,322,259,168,150,158,489,813.19,363,510
"OR2T29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHURC1-FNTB",400.29,414.36,432.81,366.7,843.55,1088.65,959.24,870.07,937.24,497.85,529.6,526.34,536.78,576.06,494.82,530.77,854.98,397.71,685.66
"RASD1",27,25,22,14,47,21,30,153,60,45.97,6,72,103,283.97,393,88,74.04,2,3
"C5orf60",4.57,5.76,4.27,5.72,21.44,11.7,14.45,25.82,13.01,8.73,2.07,4.38,5.19,5.38,3.83,20.51,15.47,15.3,11.01
"CCDC152",94.26,91.53,60.18,73.01,630.76,645.08,643.34,191.9,148.38,185.57,186.11,122.06,83.98,76.65,96.26,414.2,429.81,91.91,125.62
"SYNGAP1",946,887.07,930,844.08,3785.81,3735.85,4773.74,1778.87,1612,3056.45,3509.88,4307.15,1083.01,1188.51,1074.02,7050.09,5719.34,1942.63,1843.97
"CHAC2",73,114,107,90,256,277,276,81,38,45,39,45,38,24,23,14,48,11,24
"ZNF732",164.23,147.62,195.11,160.3,224.43,222.93,254.98,416,269.75,98.09,101.15,81.12,11.25,3.41,10.55,178.21,185.82,49.47,78.41
"RRAD",1,0,0,0,1,1,0,8,3,5,4,8,66,198.85,189,5,10,7,2
"CACNA1F",13,4.81,13,11,22,8.02,29,5,8,57,51.09,54,0,0,0,302.77,63,66,56.05
"FAM50B",62,38,48,55,96,112,99,52.85,57,45,52,22,284.74,250,226,108,123,47,129
"MPP2",639.52,654.42,650.19,579.88,1734.33,1845.78,1879.61,463.02,413.04,218.1,247.46,272.01,228,177.01,168,1424.28,2588.12,12,28
"NNMT",1,0,0,0,0,0,0,152,14,5,4,2,3465,5051.03,5109.25,9,24,8,13
"WDR62",602.05,566.14,598,573.25,2016.94,1916.25,2037.99,1260.99,1599.47,629.99,575,519.93,370.9,318.87,260.02,1658.32,2647.97,421,590.32
"ZNF638",1572.97,1484,1413.86,1396.03,4496.43,4816.52,5897.87,5670.04,4718.59,3516.99,3520.51,3975.93,2139.68,2053,2234.28,6845.08,6818.07,2769.02,3981
"SGSM1",63.27,52.09,57,58.7,163.8,98.91,126.26,66,73.83,824.88,636.31,407.11,23.16,12.59,15.6,317.86,127.97,57.01,53.71
"CHRNG",2,3,0,0,2,5.99,5,0,4,1,2,1,1,0,0,6,3,1,3
"DHX34",493,417,417,431.91,1622.19,1761.15,1940,1123.98,1217,732.04,700,802.04,432.24,424,428.9,1124.99,1160.56,777.01,841
"DEFB106B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C5orf62",146,109,121,117,1680,2276,1707,515,362,126,145,114,1736.52,1479.35,1664,282,364,139,291.92
"ARRDC5",0,0,2,0,1.01,1.23,6.9,1,4,0,1.32,1.09,1.01,1,1,3.02,6.05,1,1.54
"TMEM63B",435,428,375,350,1114.32,966.06,1063.12,2425.37,2471.1,1393.26,1489.33,1733.35,1484.13,1325.98,1330.01,2536.31,1961.81,1468.2,1818.3
"DNPEP",634.55,615.75,618.38,523.73,1405.35,1469.44,1376.27,1336.43,1439.79,951.72,1119.11,1050.53,1313.45,1349.21,1375.94,584.88,767.57,875.42,1053
"MLKL",23,20,7,9,18,11,28,2,1,190.29,248,270,386,395.25,287,3,4,0,0
"OR51T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF213",125,149,118,109,355.98,375,302.97,259.93,266.19,407.03,509.99,357.23,329,387,321.4,441.98,550.4,212.91,478
"NIP7",722.79,679.83,613.17,686.08,1937.29,2670.06,2356.84,893.5,753.44,601.5,558.87,860.06,693.41,573,614.86,402.75,912.03,572.51,628.78
"HOXB6",0,0,0,0,0,0,0,178.59,32,115,127,32,1,0,0,0,0,9,14
"ACOT11",73.53,90.87,100.99,76.43,267.59,208.98,209.23,57.86,74.89,588.1,757.93,784.93,212.71,150.4,151.88,68.38,85.59,28.19,37.01
"OCIAD1",1431,1316.96,1302.59,1325.51,3876.15,4628.06,4816.63,2986.5,3007.45,2300.96,2301.54,2509.96,2881.39,2718.89,2731.58,2905.88,3058.98,2184.15,2689.28
"SMNDC1",448,442,416.99,386,1317.73,1445.99,1632.26,1498.82,1392,992.99,1070.07,1561.99,692.54,674.92,687,835.66,1139.3,607,970
"SCML1",11,16,20,21.95,77.13,69.18,95.99,90,53.27,352.55,329.59,344,457.46,373,432,176,196.68,95.82,114.39
"SPACA4",10,5,4,2,8,0,8,3,11,1,0,2,0,0,0,0,2,0,2
"CPNE2",330,304,294,255,983.98,974,971,1048.22,754,7209.73,8093.71,7003.7,890.8,1058.85,997.37,1067.21,896,855,1433
"TMEM189",413.32,408.13,400.21,372.63,1000.88,1118.34,1133.43,1338.7,1403.14,2001.37,2543.28,3151.06,1118.56,1208.22,1192.47,655.61,833,1737.64,2022.51
"NVL",504,518,525.54,533.99,1299.93,1631,1780.99,957.61,837.66,1466.2,1470.49,1399.79,563.68,510.02,547,1082.83,1320.32,593.06,804
"PRR21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERO1LB",41,24,46,41,109,88,121,343,336,169.99,181,178,95,91.36,116,171,129,31.91,45
